"Wert"	"n"	"sum"
"The Witcher	29	15179
"The Witcher 2	1	15180
"The Witcher 2: Assassins of Kings	66	15246
"The Witcher Adventure Game	4	15250
"The Wolf Among Us	53	15303
"The Wonderful 101	1	15304
"The Yawhg	1	15305
"TheHunter	2	15307
"Theatrhythm Final Fantasy: Curtain Call	1	15308
"Theme Hospital	1	15309
"Thief	19	15328
"Thief 4	3	15331
"This War of Mine	61	15392
"Threes!	4	15396
"Time Ramesside	1	15397
"Tiny Tower	1	15398
"Tiny Troopers	2	15400
"Tiny and Big: Grandpa's Leftovers	2	15402
"Titan Attacks!	2	15404
"Titan Quest	2	15406
"Titanfall	58	15464
"To the Moon	5	15469
"Toki Tori	1	15470
"Tom Clancy's Ghost Recon	1	15471
"Tom Clancy's Ghost Recon Advanced Warfighter	1	15472
"Tom Clancy's Ghost Recon: Phantoms	4	15476
"Tom Clancy's Rainbow Six: Rogue Spear	1	15477
"Tom Clancy's Splinter Cell: Blacklist	11	15488
"Tom Clancy's Splinter Cell: Conviction	3	15491
"Tomb Raider	65	15556
"Tomb Raider 2	1	15557
"Tomb Raider: Anniversary	2	15559
"Tomb Raider: Definitive Edition	3	15562
"Tomb Raider: Underworld	1	15563
"Tomodachi Life	2	15565
"Tony Hawk's Pro Skater 3	1	15566
"Tony Hawk's Pro Skater HD	2	15568
"Tony Hawk's Underground 2	1	15569
"Top Eleven	1	15570
"Torchlight	2	15572
"Torchlight II	10	15582
"Total War Battles: Kingdom	2	15584
"Total War: Rome II	108	15692
"Total War: Shogun	2	15694
"Total War: Shogun 2	24	15718
"TowerFall Ascension	2	15720
"Township	1	15721
"Townsmen	1	15722
"Toy Soldiers	1	15723
"Toybox Turbos	1	15724
"TrackMania	2	15726
"TrackMania 2	6	15732
"TrackMania United	1	15733
"Trackmania Nations	1	15734
"Trackmania Nations Forever	2	15736
"Traffic Racer	1	15737
"Train Fever	26	15763
"Train Simulator 2014	1	15764
"Train Simulator 2015	7	15771
"TransOcean: The Shipping Company	3	15774
"Transformers: Fall of Cybertron	1	15775
"Transistor	4	15779
"Transport Tycoon	2	15781
"Trials: Frontier	1	15782
"Trials: Fusion	8	15790
"Tribes: Ascend	1	15791
"Trine	7	15798
"Trine 2	4	15802
"Triple Town	2	15804
"Tron 2.0	3	15807
"Tropico	1	15808
"Tropico 3	5	15813
"Tropico 4	12	15825
"Tropico 5	12	15837
"Trove	2	15839
"Turbo Dismount	1	15840
"Turok 2: Seeds of Evil	1	15841
"Two Worlds II	1	15842
"UFC Undisputed 3	1	15843
"UFO: Enemy Unknown	1	15844
"UFO: Extraterrestrials	1	15845
"Ultima IV: Quest of the Avatar	1	15846
"Ultima Online	3	15849
"Ultimate NES Remix	1	15850
"Ultra Street Fighter IV	5	15855
"Uncharted 2: Among Thieves	3	15858
"Uncharted 3	5	15863
"Uncharted: Drakes Schicksal	1	15864
"Und mehr	1	15865
"Underrail	1	15866
"Underworld Empire	1	15867
"Unholy Heights	1	15868
"Universe Sandbox	1	15869
"Uniwar	1	15870
"Unmechanical	1	15871
"Unreal	1	15872
"Unreal Tournament 2003	1	15873
"Unreal Tournament 2004	3	15876
"Unturned	4	15880
"Vagrant Story	1	15881
"Vainglory	1	15882
"Valiant Hearts: The Great War	19	15901
"Valkyria Chronicles	36	15937
"Vampire the Masquerade: Bloodlines	6	15943
"Vector Thrust	2	15945
"Velocity 2X	1	15946
"Velvet Assassin	2	15948
"Verdun	4	15952
"Victim of Xen	1	15953
"Victoria II	5	15958
"Vindictus	4	15962
"Violett	1	15963
"Virtua Tennis 4	1	15964
"Virtue's Last Reward	2	15966
"Viscera Cleanup Detail	1	15967
"Volo Airsport	1	15968
"Völgarr the Viking	1	15969
"WAKFU	2	15971
"WET	1	15972
"WRC 4 FIA World Rally Championship	2	15974
"WRC: Powerslide	1	15975
"WWE 2k13	1	15976
"WWE 2k14	4	15980
"WWE 2k15	14	15994
"WWE Smackdown vs. Raw 2008	1	15995
"War Thunder	70	16065
"War in the Pacific	2	16067
"War of the Roses	1	16068
"Warcraft III: Reign of Chaos	31	16099
"Warface	2	16101
"Warframe	50	16151
"Wargame: Airland Battle	1	16152
"Wargame: Red Dragon	4	16156
"Warhammer 40,000: Armageddon	3	16159
"Warhammer 40,000: Dawn of War	2	16161
"Warhammer 40,000: Dawn of War II	3	16164
"Warhammer 40,000: Space Marine	4	16168
"Warhammer: Mark of Chaos	1	16169
"Wario Ware, Inc. Minigame Mania	1	16170
"Warlock: Master of Arcane	1	16171
"Warlords: Battlecry III	1	16172
"Warmachine: Tactics	1	16173
"Warzone 2100	1	16174
"Wasteland 2	56	16230
"Watch_Dogs	82	16312
"Way of the Samurai 4	1	16313
"Wii Fit U	1	16314
"Wii Party U	2	16316
"WildStar	7	16323
"Wimmelbildspiele (Big Fish)	1	16324
"Wing Commander III: Heart of the Tiger	1	16325
"Wings of Vi	2	16327
"Wizard's Choice	1	16328
"Wizardry: Crusaders of the Dark Savant	1	16329
"Wolfenstein	14	16343
"Wolfenstein: Enemy Territory	3	16346
"Wolfenstein: The New Order	59	16405
"World Cruise Story	1	16406
"World In Conflict	1	16407
"World Soccer Winning Eleven 9	1	16408
"World War II Online	1	16409
"World in Conflict	2	16411
"World of Guns: Gun Disassembly	2	16413
"World of Tanks	85	16498
"World of Warcraft	317	16815
"World of Warplanes	1	16816
"Worms	10	16826
"Worms 2: Armageddon	1	16827
"Worms Armageddon	8	16835
"Worms: Battlegrounds	9	16844
"Worms: Clan Wars	1	16845
"Worms: Reloaded	1	16846
"Worms: Revolution	5	16851
"Worms: Ultimate Mayhem	2	16853
"X-COM: Terror from the Deep	1	16854
"X-Plane 10	3	16857
"X3: Albion Prelude	1	16858
"X3: Gold Edition	1	16859
"X3: Terran Conflict	5	16864
"X: Beyond The Frontier	1	16865
"X: Rebirth	2	16867
"X: Superbox	1	16868
"XCOM UFO Defense	1	16869
"XCOM: Enemy Unknown	24	16893
"XCOM: Enemy Within	11	16904
"XIII	1	16905
"XStoryPlayer 3.0	1	16906
"Xenonauts	5	16911
"YGOPro DevPro	1	16912
"Yakuza 4	2	16914
"Yoshi's Story	1	16915
"Ys Origin	1	16916
"Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel	1	16917
"Z	2	16919
"Zengrams	1	16920
"Zombie Driver HD	1	16921
"Zombie Roadkill	1	16922
"Zombies vs. Plants	1	16923
"Zoo Tycoon	1	16924
"Zug um Zug	1	16925
"der herr der ringe schlacht um mittelerde	1	16926
"diablo 3	1	16927
"forza horizon 2	1	16928
"guitar hero 6	1	16929
"iRacing.com	2	16931
"inFAMOUS Second Son	23	16954
"inFamous 2	2	16956
"mushroom garden	1	16957
"prey	1	16958
"rFactor	2	16960
"salt	1	16961
"skate 3	2	16963
"the crew	1	16964
"the evil within	1	16965
"the walking dead telltall	1	16966
"this war of mine	1	16967
