"Wert"	"n"	"sum"
"L.A. Noire"	4	3345
"NBA 2K14"	4	3349
"Neverwinter Nights 2"	4	3353
"Nosgoth"	4	3357
"Portal"	4	3361
"Rise of Nations"	4	3365
"Risk of Rain"	4	3369
"Smite"	4	3373
"Star Wars: Knights of the Old Republic"	4	3377
"The Legend of Zelda: A Link between Worlds"	4	3381
"The Secret World"	4	3385
"WWE 2k15"	4	3389
"Command & Conquer"	4	3393
"Dead Island"	4	3397
"Dead Rising 3"	4	3401
"Enslaved: Odyssey to the West"	4	3405
"How to Survive"	4	3409
"LEGO Marvel Super Heroes"	4	3413
"Pflanzen gegen Zombies"	4	3417
"Pflanzen gegen Zombies: Garden Warfare"	4	3421
"Space Engieeners"	4	3425
"Super Mario 3D Land"	4	3429
"The Elder Scrolls IV: Oblivion"	4	3433
"The Stanley Parable"	4	3437
"(???) Mario Kart"	4	3441
"Animal Crossing: New Leaf"	4	3445
"Das Schwarze Auge: Blackguards"	4	3449
"Driveclub"	4	3453
"Plague Inc."	4	3457
"inFAMOUS Second Son"	4	3461
"Forza Motorsport 5"	4	3465
"SimCity 4"	4	3469
"Banner Saga"	3	3472
"Beyond: Two Souls"	3	3475
"Deponia"	3	3478
"Deus Ex: Human Revolution"	3	3481
"Dungeons & Dragons: Neverwinter"	3	3484
"Empire: Total War"	3	3487
"FIFA 13"	3	3490
"Final Fantasy X"	3	3493
"Gothic 3"	3	3496
"Hearts of Iron II"	3	3499
"Kingdom Hearts"	3	3502
"LYNE"	3	3505
"Monument Valley"	3	3508
"Persona Q: Shadow of the Labyrinth"	3	3511
"Rift"	3	3514
"Risen 2: Dark Waters"	3	3517
"Rising Storm"	3	3520
"Solit??r"	3	3523
"The Book of Unwritten Tales"	3	3526
"Trine"	3	3529
"Tropico 4"	3	3532
"XCOM: Enemy Within"	3	3535
"Alice: Madness Returns"	3	3538
"Candy Crush Saga"	3	3541
"Candy Crush Soda Saga"	3	3544
"Command and Conquer 3: Tiberium Wars"	3	3547
"Dreamfall Chapters: The Longest Journey"	3	3550
"Hill Climb Racing"	3	3553
"Hitman: Absolution"	3	3556
"Metro 2033"	3	3559
"Never Alone"	3	3562
"Planetary Annihilation"	3	3565
"Red Faction: Guerrilla"	3	3568
"Sanctum 2"	3	3571
"Shadowrun Returns"	3	3574
"Shovel Knight"	3	3577
"Sonic & All-Stars Racing Transformed"	3	3580
"Spintires"	3	3583
"Starbound"	3	3586
"Tera Online"	3	3589
"The Long Dark"	3	3592
"The Simpsons: Tapped Out"	3	3595
"Ultima Online"	3	3598
"Wolfenstein"	3	3601
"(???) Uncharted"	3	3604
"Borderlands"	3	3607
"Broforce"	3	3610
"Endless Space"	3	3613
"Hearts of Iron III"	3	3616
"Killzone: Shadow Fall"	3	3619
"Mafia II"	3	3622
"Neverwinter Nights"	3	3625
"Pinball FX2"	3	3628
"Quizduell"	3	3631
"Rayman Legends"	3	3634
"Robocraft"	3	3637
"Sleeping Dogs"	3	3640
"Train Simulator 2015"	3	3643
"Worms: Battlegrounds"	3	3646
"Xenonauts"	3	3649
"Fallout"	3	3652
"New Super Mario Bros. U"	3	3655
"Outlast (GOG)"	3	3658
"The Legend of Zelda: Ocarina of Time"	3	3661
"(???) Fifa"	2	3663
"APB: Reloaded"	2	3665
"Assassin's Creed: Revelations"	2	3667
"Back to the Future: The Game"	2	3669
"Bayonetta"	2	3671
"Bioshock"	2	3673
"Call of Duty 2"	2	3675
"Call of Duty 4: Modern Warfare"	2	3677
"Chivalry: Medieval Warfare"	2	3679
"Darksiders"	2	3681
"Deadpool"	2	3683
"Der Herr der Ringe Online"	2	3685
"Dynasty Warriors 8"	2	3687
"F1 2014"	2	3689
"Final Fantasy"	2	3691
"Hard Reset (Extended Edition)"	2	3693
"Hidden & Dangerous 2"	2	3695
"LEGO Der Herr der Ringe"	2	3697
"Life is Feudal: Your Own"	2	3699
"Lufia"	2	3701
"Metal Gear Solid"	2	3703
"NBA 2K12"	2	3705
"NHL 15"	2	3707
"OpenTTD"	2	3709
"Panzer Corps: Wehrmacht"	2	3711
"Sid Meier's Civilization II"	2	3713
"The Elder Scrolls Online"	2	3715
"The Legend of Zelda: A Link to the Past"	2	3717
"Total War Battles: Kingdom"	2	3719
"WildStar"	2	3721
"Wolfenstein: Enemy Territory"	2	3723
"(???) Divinity"	2	3725
"(???) Mass Effect Trilogy"	2	3727
"(???) Professor Layton"	2	3729
"A Bird Story"	2	3731
"Age of Empires III"	2	3733
"Assassin's Creed: Brotherhood"	2	3735
"Assassins Creed Unity"	2	3737
"Awesomenauts"	2	3739
"Bejeweled 3"	2	3741
"BioShock 2"	2	3743
"DCS: A-10C Warthog - Digital Combat Simulator"	2	3745
"Defense Grid 2"	2	3747
"Devil May Cry"	2	3749
"Die Siedler Online"	2	3751
"Dungeon Defenders II"	2	3753
"Far Cry"	2	3755
"Fussball Manager 14"	2	3757
"Gears of War"	2	3759
"Gears of War 3"	2	3761
"Grid Autosport"	2	3763
"Heroes & Generals"	2	3765
"Killer Instinct"	2	3767
"Legend of Grimrock"	2	3769
"Mario Kart 7"	2	3771
"Mario Kart Wii"	2	3773
"Mass Effect 2"	2	3775
"Max Payne 3"	2	3777
"Metal Gear Rising: Revengeance"	2	3779
"Metro: Last Light"	2	3781
"Murdered: Soul Suspect"	2	3783
"Next Car Game: Wreckfest"	2	3785
"Pool Nation"	2	3787
"Resident Evil 6"	2	3789
"Rome: Total War"	2	3791
"S.T.A.L.K.E.R.: Call of Pripyat"	2	3793
"Secret of Mana"	2	3795
"Shadowrun: Dragonfall"	2	3797
"Sherlock Holmes and the Hound of Baskervilles"	2	3799
"Sherlock Holmes: Crimes and Punishments"	2	3801
"SpaceChem"	2	3803
"Star Wars: Battlefront II"	2	3805
"Supreme Commander: Forged Alliance"	2	3807
"Uncharted 3"	2	3809
"Vindictus"	2	3811
"Wargame: Red Dragon"	2	3813
"(???) Forza"	2	3815
"(???) The Legend of Zelda"	2	3817
"(???) ufc"	2	3819
"Age of Empires II HD"	2	3821
"Airline Tycoon"	2	3823
"Aliens: Colonial Marines"	2	3825
"Always Sometimes Monsters"	2	3827
"Batman: Arkham Asylum"	2	3829
"Call of Juarez"	2	3831
"Castle Crashers"	2	3833
"Dawn of War II"	2	3835
"Dead Rising"	2	3837
"Diablo"	2	3839
"Die Siedler III"	2	3841
"Dungeon Keeper 2"	2	3843
"Far Cry 2"	2	3845
"Fussball Manager 12"	2	3847
"Hex: Shards of Fate"	2	3849
"Kingdom hearts 2.5 HD Remix"	2	3851
"LIMBO"	2	3853
"Lara Croft and the Guardian of Light"	2	3855
"Left 4 Dead"	2	3857
"Life is Feudal"	2	3859
"Metal Gear Solid 4: Guns of the Patriots"	2	3861
"Monaco: What's Yours is Mine"	2	3863
"Risen"	2	3865
"S.T.A.L.K.E.R.: Shadow of Chernobyl"	2	3867
"Sanctum"	2	3869
"Shadow Warrior (2013)"	2	3871
"Sid Meier's Civilization IV"	2	3873
"Stronghold Crusader 2"	2	3875
"Super Mario World"	2	3877
"Supreme Commander 2"	2	3879
"TOME: Immortal Arena"	2	3881
"Tales of Symphonia"	2	3883
"Transport Tycoon"	2	3885
"(???) Schach"	2	3887
2048	2	3889
"Audiosurf 2"	2	3891
"Blood Bowl"	2	3893
"Dungeon Keeper"	2	3895
"Forza Motorsport 4"	2	3897
"Gothic"	2	3899
"Gunpoint"	2	3901
"LittleBigPlanet 3"	2	3903
"Magic 2014: Duels of the Planeswalkers"	2	3905
"Medieval II: Total War"	2	3907
"MotoGP 14"	2	3909
"Napoleon: Total War"	2	3911
"Nuclear Throne"	2	3913
"Papers, Please"	2	3915
"Plague Inc: Evolved"	2	3917
"Rage"	2	3919
"Star Wars: Empire at War"	2	3921
"Styx: Master of Shadows"	2	3923
"Tetris"	2	3925
"The Lost Vikings"	2	3927
"Threes!"	2	3929
"Vampire the Masquerade: Bloodlines"	2	3931
"Warhammer 40,000: Armageddon"	2	3933
"Angry Birds"	2	3935
"Full Mojo Rampage"	2	3937
"Grand Theft Auto: San Andreas"	2	3939
"Hexcells Infinite"	2	3941
"Medal of Honor: Warfighter"	2	3943
"Need For Speed: Carbon"	2	3945
"Project CARS"	2	3947
"Quake 4"	2	3949
"Tekken Tag Tournament 2"	2	3951
"The Legend of Zelda: The Wind Waker"	2	3953
"Trials: Fusion"	2	3955
"(???) Baldur's Gate 1+2"	1	3956
"(???) Deponia 1-3"	1	3957
"(???) Deponia-Serie"	1	3958
"(???) Dragon Age 1 - 3"	1	3959
"(???) Dragon Age alle Teile"	1	3960
"(???) Dragon AgeO"	1	3961
"(???) Landwirtschaft Simulator"	1	3962
"(???) Magna Carta"	1	3963
"(???) Mass Effect 2+3"	1	3964
"(???) Professor Layton Reihe"	1	3965
"Adventure Town"	1	3966
"Age Of Wonders"	1	3967
"Aion"	1	3968
"Antichamber"	1	3969
"ArmA: Armed Assault"	1	3970
"Battle Realms"	1	3971
"Battlefield: Bad Company"	1	3972
"Book of unwritten Tales"	1	3973
"Castlevania: Lords of Shadow ??? Mirror of F"	1	3974
"Cognition: An Erica Reed Thriller"	1	3975
"CosmicBreak"	1	3976
"Crimsonland"	1	3977
"Crysis 3"	1	3978
"Deadfall Adventures"	1	3979
"Deadlight"	1	3980
"Deponia - the Complete Journey"	1	3981
"Deponia: The Complete Journey"	1	3982
"Despicable Me: Minion Rush"	1	3983
"Dragon Age. Inquisition"	1	3984
"Dwarf Fortress"	1	3985
"Eador: Genesis"	1	3986
"F.E.A.R. 3"	1	3987
"Fa??ade"	1	3988
"Firefall"	1	3989
"Gas Guzzlers Extreme"	1	3990
"Guacamelee!"	1	3991
"Heroes of Newerth"	1	3992
"Jagged Alliance: Back in Action"	1	3993
"Kingdom Hearts II"	1	3994
"Kingdom Hearts II HD"	1	3995
"Kingdom of Loathing"	1	3996
"Knights of Honor"	1	3997
"Lost Horizon"	1	3998
"Luigi's Mansion 2"	1	3999
"Metal Gear Solid 2: Sons of Liberty"	1	4000
"Metal Gear Solid 5: Ground Zeroes"	1	4001
"Might & Magic Duel of Champions"	1	4002
"Might and Magic Heroes VI"	1	4003
"Mountain"	1	4004
"Octodad: Dadliest Catch"	1	4005
"Oddworld: Abe's Oddysee"	1	4006
"Playstation Home"	1	4007
"Rogue Legacy"	1	4008
"Rune Factory Frontier"	1	4009
"Runes of Magic"	1	4010
"Severance: Blade of Darkness"	1	4011
"Sherlock Holmes and the Hound of Baskerville"	1	4012
"Shin Megami Tensei: Persona 3"	1	4013
"Shin Megami Tensei: Persona 4"	1	4014
"Sideswiped"	1	4015
"SolForge"	1	4016
"Stonekeep"	1	4017
"Super Smash Bros Wii U"	1	4018
"Tales of hearts r"	1	4019
"The Legend of Zelda: Oracle of Ages"	1	4020
"The Witcher Adventure Game"	1	4021
"Tom Clancy's Splinter Cell: Blacklist"	1	4022
"Tony Hawk's Pro Skater 3"	1	4023
"TransOcean: The Shipping Company"	1	4024
"Yakuza 4"	1	4025
"(???) Alien vs. Predator"	1	4026
"(???) Assassin's Creed 4: Unity"	1	4027
"(???) Battlefield"	1	4028
"(???) Bayonetta 1+2"	1	4029
"(???) Farcry alle Teile"	1	4030
"(???) Football Manager"	1	4031
"(???) Mario Party"	1	4032
"(???) Massefect 1+2"	1	4033
"(???) Pro Evolution Soccer"	1	4034
"(???) SW: KoToR 1 /2"	1	4035
"(???) Sniper Elite 3 + die 2 Zombie-Army Teile"	1	4036
"(???) phoenix Wright Reihe"	1	4037
"Age of Wonders II: Der Zirkel der Zauberer"	1	4038
"Anarchy Reigns"	1	4039
"Anno Online"	1	4040
"Anvil of Dawn"	1	4041
"ArcheBlade"	1	4042
"Bastion"	1	4043
"Battlefield 4/Final Stand"	1	4044
"Bejeweled"	1	4045
"Borderlands The Pre- Sequel"	1	4046
"Broken Age"	1	4047
"Carmageddon II: Carpocalypse Now"	1	4048
"Cave Story+"	1	4049
"Chariot"	1	4050
"Cookie Clicker"	1	4051
"Crimson Shroud"	1	4052
"Cry of Fear"	1	4053
"Crypt of the NecroDancer"	1	4054
"Dead Space"	1	4055
"Dead Space 3"	1	4056
"Der Puppenspieler"	1	4057
"Deus Ex: The Fall"	1	4058
"Die Siedler 7"	1	4059
"Die Siedler II"	1	4060
"Die Siedler IV"	1	4061
"Door Kickers"	1	4062
"DuckTales: Remastered"	1	4063
"Dustforce"	1	4064
"Edna bricht aus"	1	4065
"Emergency 4"	1	4066
"Endless Dungeon"	1	4067
"Escape Plan"	1	4068
"Evolve"	1	4069
"Expeditions: Conquistador"	1	4070
"FIFA World"	1	4071
"Far Cry 3: Blood Dragon"	1	4072
"Fat Princess: Piece of Cake"	1	4073
"Fate/Stay Night"	1	4074
"Fu??ball manager 13"	1	4075
"Game Dev Tycoon"	1	4076
"Gangsters: Organized Crime"	1	4077
"Gears of War 2"	1	4078
"Geometry Wars 3: Dimensions"	1	4079
"Grand Theft Auto"	1	4080
"Guns of Icarus Online"	1	4081
"Half-Life"	1	4082
"Harvest Moon DS"	1	4083
"Hay Day"	1	4084
"Heroes of Might and Magic III: The Restoration of Erathia"	1	4085
"Heroine's Quest: The Herald of Ragnarok"	1	4086
"Hotline Miami"	1	4087
"Icewind Dale"	1	4088
"Jade Empire"	1	4089
"Just Cause 2"	1	4090
"Kantai Collection"	1	4091
"Killzone 3"	1	4092
"MLB 14 The Show"	1	4093
"MXGP - The Official Motocross Videogame"	1	4094
"Mario Kart 64"	1	4095
"Marvel Puzzle Quest: Dark Reign"	1	4096
"Max Payne 2: The Fall of Max Payne"	1	4097
"Memoria"	1	4098
"Metroid: Other M"	1	4099
"Minesweeper"	1	4100
"Mini Ninjas"	1	4101
"Monster Hunter 3 Ultimate"	1	4102
"Mordheim: City of the Damned"	1	4103
"NBA 2K13"	1	4104
"NHL 14"	1	4105
"Natural Selection 2"	1	4106
"Need for Speed Underground 2"	1	4107
"Need for Speed: Rivals"	1	4108
"Nickelodeon's The Legend of Korra"	1	4109
"Ninja Gaiden 3 Razor's Edge"	1	4110
"One Piece: Pirate Warriors"	1	4111
"Operation Flashpoint: Red River"	1	4112
"Persona 4: The Ultimax Ultra Suplex Hold"	1	4113
"Plague Inc. Evolved"	1	4114
"Pro Evolution Soccer 2014"	1	4115
"Prototype"	1	4116
"Radiant Historia"	1	4117
"Rayman Raving Rabbids"	1	4118
"Rebuild 2"	1	4119
"Reflex"	1	4120
"Renegade-x"	1	4121
"Resident Evil 5"	1	4122
"RollerCoaster Tycoon 2"	1	4123
"Rust"	1	4124
"Serious Sam 3: BFE"	1	4125
"Silent Hill 2"	1	4126
"Star Ocean: The Last Hope"	1	4127
"TRI: Of Friendship and Madness"	1	4128
"The Elder Scrolls III: Morrowind"	1	4129
"The LEGO Movie Videogame"	1	4130
"The Longest Journey"	1	4131
"The Saboteur"	1	4132
"Tiny and Big: Grandpa's Leftovers"	1	4133
"Titan Quest"	1	4134
"Tomodachi Life"	1	4135
"TrackMania 2"	1	4136
"Transistor"	1	4137
"Trine 2"	1	4138
"Unreal Tournament 2003"	1	4139
"Unreal Tournament 2004"	1	4140
"Victoria II"	1	4141
"Violett"	1	4142
"Wargame: Airland Battle"	1	4143
"Warhammer 40,000: Dawn of War II"	1	4144
"World in Conflict"	1	4145
"X: Rebirth"	1	4146
"diablo 3"	1	4147
"(???) Battlefield 3/4"	1	4148
"(???) Deponia (Teil 2 & 3 )"	1	4149
"(???) Dragon Age Series"	1	4150
"(???) Gran Turismo"	1	4151
"(???) Metal Gear Solid HD Collection"	1	4152
"(???) Picross"	1	4153
"(???) Pro Evolution Soccer 200x"	1	4154
"(???) Prof layton"	1	4155
"(???) X-Com"	1	4156
"(???) viele Indie-Puzzle/Adventure-Spiele"	1	4157
"Age of Empires"	1	4158
"Age of Mythology"	1	4159
"Airline Tycoon 2"	1	4160
"Amnesia: A Machine for Pigs"	1	4161
"AquaNox 2: Revelation"	1	4162
"Armed Assault 3???"	1	4163
"Baldur's Gate: Enhanced Edition"	1	4164
"Battlefield 2"	1	4165
"Blendoku"	1	4166
"Blockstorm"	1	4167
"Blur"	1	4168
"Brothers: A Tale of Two Sons"	1	4169
"Burnout Paradise"	1	4170
"Call of Duty: Modern Warfare 3"	1	4171
"Caste Ville"	1	4172
"Castlestorm"	1	4173
"Castlevania: Lords of Shadow"	1	4174
"Castlevania: Lords of Shadow 2"	1	4175
"Cities in Motion 2"	1	4176
"Clonk Rage"	1	4177
"Craft The World"	1	4178
"Crysis"	1	4179
"Cut The Rope 2"	1	4180
"Dead Space 2"	1	4181
"Delver"	1	4182
"Divinity 2: Ego Draconis"	1	4183
"Donkey Kong Country Returns"	1	4184
"Doodle God"	1	4185
"Doom"	1	4186
"Downfall"	1	4187
"Drunken Robot Pornography"	1	4188
"Duke Nukem 3D"	1	4189
"Dust: An Elysian Tail"	1	4190
"EA Sports UFC"	1	4191
"Epic Cards Battle"	1	4192
"F.E.A.R. 2"	1	4193
"Farmville Heroes"	1	4194
"FlatOut 2"	1	4195
"FortressCraft Evolved!"	1	4196
"GODUS"	1	4197
"Gunman Chronicles"	1	4198
"Heroes of Might and Magic 2"	1	4199
"Heroes of Might and Magic III: The Restoration"	1	4200
"Herrscher des Olymp ??? Zeus"	1	4201
"Horizon"	1	4202
"IL-2 Sturmovik: Cliffs of Dover"	1	4203
"Journey"	1	4204
"Kingdom Hearts 1.5 HD Remix"	1	4205
"LEGO City Undercover"	1	4206
"Legacy of Kain: Soul Reaver"	1	4207
"Lichdom: Battlemage"	1	4208
"Lightning Returns: Final Fantasy XIII"	1	4209
"Lux Touch"	1	4210
"Merchants of Kaidan"	1	4211
"Minetest"	1	4212
"MiniDayZ"	1	4213
"Monster Hunter Freedom Unite"	1	4214
"My Little Pony: Friendship Is Magic"	1	4215
"Need for Speed: Brennender Asphalt"	1	4216
"Need for Speed: Underground 2"	1	4217
"Ni No Kuni"	1	4218
"NotTetris"	1	4219
"Professor Layton und das Geheimnisvolle Dorf"	1	4220
"Quake III Arena"	1	4221
"RETRY"	1	4222
"RaceRoom Racing Experience"	1	4223
"Ratchet & Clank Future: A Crack in Time"	1	4224
"Red Faction: Armageddon"	1	4225
"RollerCoaster Tycoon"	1	4226
"Runaway: A Road Adventure"	1	4227
"Running with Rifles"	1	4228
"S4 League"	1	4229
"Scarlet Blade"	1	4230
"Secret Ponchos"	1	4231
"Secret of Evermore"	1	4232
"Shaun White Snowboarding"	1	4233
"Silent Hunter 5: Battle of the Atlantic"	1	4234
"Sim City (2013)"	1	4235
"Simon the Sorcerer"	1	4236
"Skylanders Giants"	1	4237
"Sly Cooper: Thieves in Time"	1	4238
"Smash Tennis"	1	4239
"Spore"	1	4240
"Star Trek: Starfleet Academy"	1	4241
"Star Wars: The Force Unleashed 2"	1	4242
"Subway Surfer"	1	4243
"Super Street Fighter IV"	1	4244
"Sword Art Online: Hollow Fragment"	1	4245
"System Shock 2"	1	4246
"Tekken Tag Tournament"	1	4247
"Teleglitch: Die More Edition"	1	4248
"Terranigma"	1	4249
"The Curious Expedition"	1	4250
"The Escapist"	1	4251
"The G.G. Shinobi"	1	4252
"The Legend Of Zelda: Skyward Sword"	1	4253
"The Thirty-Nine Steps"	1	4254
"Theatrhythm Final Fantasy: Curtain Call"	1	4255
"Thief 4"	1	4256
"To the Moon"	1	4257
"Tony Hawk's Pro Skater HD"	1	4258
"Top Eleven"	1	4259
"TowerFall Ascension"	1	4260
"Tropico 3"	1	4261
"UFC Undisputed 3"	1	4262
"Uncharted 2: Among Thieves"	1	4263
"Unholy Heights"	1	4264
"Victim of Xen"	1	4265
"WRC 4 FIA World Rally Championship"	1	4266
"Warface"	1	4267
"Warmachine: Tactics"	1	4268
"Wizardry: Crusaders of the Dark Savant"	1	4269
"XIII"	1	4270
"inFamous 2"	1	4271
"mushroom garden"	1	4272
"(???) Batman"	1	4273
"(???) C&C alle Teile"	1	4274
"(???) Call of Duty diverse"	1	4275
"(???) Forza Motorsport"	1	4276
"(???) Lasers"	1	4277
"(???) Metroid Prime"	1	4278
"(???) Pirates"	1	4279
"(???) StarCraft II inkl. BroodWar"	1	4280
"(???) StarCraft III"	1	4281
"(???) Super Mario Bros."	1	4282
"(???) Tomb Raider - Alle Teile"	1	4283
"(???) Total War (Spielereihe)"	1	4284
"(???) X:COM"	1	4285
"(???) etliche Smartphone-Spiele"	1	4286
"8 Ball Pool Billard"	1	4287
"80 days"	1	4288
"Alien Hive"	1	4289
"Angry Birds: Star Wars"	1	4290
"Armies of Exigo"	1	4291
"Assassins Creed Black Flag"	1	4292
"Battle Island"	1	4293
"Beyond Good & Evil"	1	4294
"CSI: Hidden Crimes"	1	4295
"Call of Duty: Modern Warfare 2"	1	4296
"Candy Crush"	1	4297
"Castlevania: Lords of Shadow - Mirror o"	1	4298
"Catherine"	1	4299
"Dark Project 2: The Metal Age"	1	4300
"Darkness Within: In Pursuit of Loath No"	1	4301
"Dirt 2"	1	4302
"Disney Infinity: 2.0 Edition"	1	4303
"Donkey Kong Country"	1	4304
"Donkey Kong Country: Tropical Freeze"	1	4305
"Dragon's Dogma"	1	4306
"E.Y.E: Divine Cybermancy"	1	4307
"Elder Sign: Omens"	1	4308
"Emergency 5"	1	4309
"FORCED"	1	4310
"Final Fight"	1	4311
"Fist of Awesome"	1	4312
"Fortnite"	1	4313
"Framed"	1	4314
"FreeCell"	1	4315
"Fussball Manager 13"	1	4316
"Gardenscape"	1	4317
"Grand Theft Auto III"	1	4318
"Halfway"	1	4319
"Heroes of Might and Magic III: The Rest"	1	4320
"Hyperdimension Neptunia Re;Birth1"	1	4321
"I Am Alive"	1	4322
